Unnamed: 0,name,year,selling_price,km_driven,transmission,owner,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,car_age,brand_name,avg_km_per_year,brand_popularity,price_per_km,age_group,usage_group,popularity_group
10,Chevrolet Sail 1.2 Base,2015.0,260000.0,35000.0,1,0,False,False,False,True,True,False,9.0,Chevrolet,3888.8888888888887,143,7.428571428571429,Mature (8-12),Low Usage,Common
11,Tata Indigo Grand Petrol,2014.0,250000.0,100000.0,1,0,False,False,False,True,True,False,10.0,Tata,10000.0,286,2.5,Mature (8-12),Low Usage,Popular
13,Maruti Wagon R LXI Minor,2007.0,135000.0,50000.0,1,0,False,False,False,True,True,False,17.0,Maruti,2941.176470588235,989,2.7,Old (13+),Low Usage,Popular
14,Tata Indigo Grand Petrol,2014.0,240000.0,66227.79100346021,1,2,False,False,False,True,True,False,10.0,Tata,6622.779100346021,286,3.623856335287715,Mature (8-12),Low Usage,Popular
15,Maruti Ciaz VXi Plus,2015.0,585000.0,24000.0,1,0,False,False,False,True,False,False,9.0,Maruti,2666.6666666666665,989,24.375,Mature (8-12),Low Usage,Popular
16,Hyundai Venue SX Opt Diesel,2019.0,1195000.0,5000.0,1,0,True,False,False,False,False,False,5.0,Hyundai,1000.0,573,239.0,Recent (4-7),Low Usage,Popular
17,Chevrolet Enjoy TCDi LTZ 7 Seater,2013.0,390000.0,33000.0,1,2,True,False,False,False,True,False,11.0,Chevrolet,3000.0,143,11.818181818181818,Mature (8-12),Low Usage,Common
22,Honda City V MT,2018.0,930000.0,14500.0,1,0,False,False,False,True,False,False,6.0,Honda,2416.6666666666665,187,64.13793103448276,Recent (4-7),Low Usage,Popular
23,Tata Tigor 1.2 Revotron XT,2018.0,525000.0,15000.0,1,0,False,False,False,True,True,False,6.0,Tata,2500.0,286,35.0,Recent (4-7),Low Usage,Popular
31,Hyundai i10 Magna 1.1L,2014.0,229999.0,60000.0,1,1,False,False,False,True,True,False,10.0,Hyundai,6000.0,573,3.8333166666666667,Mature (8-12),Low Usage,Popular
34,Hyundai Elantra CRDi S,2012.0,625000.0,40000.0,1,0,True,False,False,False,True,False,12.0,Hyundai,3333.3333333333335,573,15.625,Mature (8-12),Low Usage,Popular
35,Mahindra Scorpio 1.99 S10,2014.0,1050000.0,50000.0,1,0,True,False,False,False,True,False,10.0,Mahindra,5000.0,261,21.0,Mature (8-12),Low Usage,Popular
36,Honda City i DTEC V,2014.0,560000.0,74000.0,1,2,True,False,False,False,True,False,10.0,Honda,7400.0,187,7.5675675675675675,Mature (8-12),Low Usage,Popular
37,Maruti Wagon R VXI BS IV with ABS,2014.0,290000.0,64000.0,1,2,False,False,False,True,True,False,10.0,Maruti,6400.0,989,4.53125,Mature (8-12),Low Usage,Popular
38,Maruti Wagon R VXI BS IV,2012.0,275000.0,60000.0,1,2,False,False,False,True,True,False,12.0,Maruti,5000.0,989,4.583333333333333,Mature (8-12),Low Usage,Popular
39,Mahindra Scorpio LX,2009.0,411000.0,120000.0,1,2,True,False,False,False,True,False,15.0,Mahindra,8000.0,261,3.425,Old (13+),Low Usage,Popular
40,Hyundai Santro Xing GLS,2009.0,150000.0,79000.0,1,4,False,False,False,True,True,False,15.0,Hyundai,5266.666666666667,573,1.8987341772151898,Old (13+),Low Usage,Popular
41,Hyundai Grand i10 1.2 Kappa Asta,2019.0,500000.0,15000.0,1,0,False,False,False,True,True,False,5.0,Hyundai,3000.0,573,33.333333333333336,Recent (4-7),Low Usage,Popular
42,Maruti Alto LXi,2006.0,100000.0,80000.0,1,0,False,False,False,True,True,False,18.0,Maruti,4444.444444444444,989,1.25,Old (13+),Low Usage,Popular
43,Maruti Swift Dzire VDI Optional,2017.0,725000.0,18500.0,1,0,True,False,False,False,False,False,7.0,Maruti,2642.8571428571427,989,39.189189189189186,Recent (4-7),Low Usage,Popular
44,Maruti Eeco 5 Seater AC BSIV,2018.0,401000.0,10200.0,1,0,False,False,False,True,False,False,6.0,Maruti,1700.0,989,39.31372549019608,Recent (4-7),Low Usage,Popular
45,Hyundai i20 Sportz 1.4 CRDi,2018.0,750000.0,29000.0,1,0,True,False,False,False,False,False,6.0,Hyundai,4833.333333333333,573,25.862068965517242,Recent (4-7),Low Usage,Popular
46,Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018.0,310000.0,28000.0,1,0,False,False,False,True,False,False,6.0,Maruti,4666.666666666667,989,11.071428571428571,Recent (4-7),Low Usage,Popular
47,Maruti Swift ZDi BSIV,2016.0,665000.0,46000.0,1,0,True,False,False,False,False,False,8.0,Maruti,5750.0,989,14.456521739130435,Mature (8-12),Low Usage,Popular
48,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014.0,465000.0,70000.0,1,0,True,False,False,False,False,False,10.0,Hyundai,7000.0,573,6.642857142857143,Mature (8-12),Low Usage,Popular
49,Maruti Alto LXi,2012.0,160000.0,60000.0,1,2,False,False,False,True,True,False,12.0,Maruti,5000.0,989,2.6666666666666665,Mature (8-12),Low Usage,Popular
51,Honda City i DTEC VX,2014.0,675000.0,90000.0,1,0,True,False,False,False,False,False,10.0,Honda,9000.0,187,7.5,Mature (8-12),Low Usage,Popular
52,Maruti Wagon R VXI BS IV,2013.0,300000.0,80000.0,1,0,False,False,False,True,False,False,11.0,Maruti,7272.727272727273,989,3.75,Mature (8-12),Low Usage,Popular
53,Tata Indica DLS,2005.0,70000.0,80000.0,1,0,True,False,False,False,True,False,19.0,Tata,4210.526315789473,286,0.875,Old (13+),Low Usage,Popular
54,Hyundai EON Magna Plus,2014.0,240000.0,73300.0,1,2,False,False,False,True,False,False,10.0,Hyundai,7330.0,573,3.2742155525238745,Mature (8-12),Low Usage,Popular
55,Toyota Etios GD,2014.0,525000.0,92000.0,1,0,True,False,False,False,False,False,10.0,Toyota,9200.0,105,5.706521739130435,Mature (8-12),Low Usage,Common
56,Maruti Alto LXi,2009.0,151000.0,66764.0,1,2,False,False,False,True,False,False,15.0,Maruti,4450.933333333333,989,2.2616979210352883,Old (13+),Low Usage,Popular
57,Maruti Alto LXi,2009.0,140000.0,100000.0,1,0,False,False,False,True,True,False,15.0,Maruti,6666.666666666667,989,1.4,Old (13+),Low Usage,Popular
60,Mahindra Scorpio 1.99 S6 Plus,2017.0,570000.0,60000.0,1,0,True,False,False,False,True,False,7.0,Mahindra,8571.42857142857,261,9.5,Recent (4-7),Low Usage,Popular
61,Hyundai EON Magna Plus,2018.0,300000.0,31000.0,1,0,False,False,False,True,True,False,6.0,Hyundai,5166.666666666667,573,9.67741935483871,Recent (4-7),Low Usage,Popular
62,Tata Indigo Classic Dicor,2007.0,100000.0,39000.0,1,0,True,False,False,False,True,False,17.0,Tata,2294.1176470588234,286,2.5641025641025643,Old (13+),Low Usage,Popular
63,Toyota Innova 2.5 V Diesel 8-seater,2009.0,500000.0,120000.0,1,4,True,False,False,False,True,False,15.0,Toyota,8000.0,105,4.166666666666667,Old (13+),Low Usage,Common
64,Tata Indica Vista Quadrajet LS,2014.0,125000.0,166000.0,1,1,True,False,False,False,True,False,10.0,Tata,16600.0,286,0.7530120481927711,Mature (8-12),Medium Usage,Popular
65,Maruti Swift 1.3 VXi,2006.0,130000.0,110000.0,1,4,False,False,False,True,True,False,18.0,Maruti,6111.111111111111,989,1.1818181818181819,Old (13+),Low Usage,Popular
66,Ford EcoSport 1.5 Diesel Titanium BSIV,2017.0,925000.0,35000.0,1,0,True,False,False,False,True,False,7.0,Ford,5000.0,191,26.428571428571427,Recent (4-7),Low Usage,Popular
67,Maruti Ciaz 1.3 Delta,2018.0,750000.0,60000.0,1,0,True,False,False,False,True,False,6.0,Maruti,10000.0,989,12.5,Recent (4-7),Low Usage,Popular
69,Hyundai i10 Sportz 1.2,2010.0,248000.0,63000.0,1,2,False,False,False,True,True,False,14.0,Hyundai,4500.0,573,3.9365079365079363,Old (13+),Low Usage,Popular
70,Skoda Rapid 1.5 TDI Elegance,2014.0,450000.0,120000.0,1,2,True,False,False,False,True,False,10.0,Skoda,12000.0,29,3.75,Mature (8-12),Medium Usage,Rare
71,Hyundai Getz GLS,2005.0,504355.83229527104,120000.0,1,4,False,False,False,True,True,False,19.0,Hyundai,6315.789473684211,573,4.202965269127259,Old (13+),Low Usage,Popular
72,Nissan Terrano XL,2014.0,650000.0,76000.0,1,2,False,False,False,True,True,False,10.0,Nissan,7600.0,49,8.552631578947368,Mature (8-12),Low Usage,Rare
73,Hyundai Grand i10 CRDi Sportz,2015.0,450000.0,80000.0,1,0,True,False,False,False,True,False,9.0,Hyundai,8888.888888888889,573,5.625,Mature (8-12),Low Usage,Popular
74,Hyundai Elite i20 Diesel Era,2019.0,650000.0,25000.0,1,0,True,False,False,False,True,False,5.0,Hyundai,5000.0,573,26.0,Recent (4-7),Low Usage,Popular
75,Honda Amaze S i-VTEC,2016.0,495000.0,11958.0,1,0,False,False,False,True,False,False,8.0,Honda,1494.75,187,41.39488208730557,Mature (8-12),Low Usage,Popular
76,Honda Brio S MT,2015.0,371000.0,20000.0,1,0,False,False,False,True,False,False,9.0,Honda,2222.222222222222,187,18.55,Mature (8-12),Low Usage,Popular
77,Hyundai Creta 1.6 SX Option,2017.0,1025000.0,9000.0,1,0,False,False,False,True,False,False,7.0,Hyundai,1285.7142857142858,573,113.88888888888889,Recent (4-7),Low Usage,Popular
79,Mahindra XUV500 W8 2WD,2015.0,750000.0,70000.0,1,0,True,False,False,False,True,False,9.0,Mahindra,7777.777777777777,261,10.714285714285714,Mature (8-12),Low Usage,Popular
80,Renault Duster 85PS Diesel RxL Optional,2013.0,600000.0,120000.0,1,0,True,False,False,False,True,False,11.0,Renault,10909.09090909091,106,5.0,Mature (8-12),Medium Usage,Common
81,Hyundai Santro Xing XO,2007.0,80000.0,58000.0,1,2,False,False,False,True,False,False,17.0,Hyundai,3411.764705882353,573,1.3793103448275863,Old (13+),Low Usage,Popular
82,Mahindra Bolero 2011-2019 SLE,2013.0,325000.0,62200.0,1,0,True,False,False,False,False,False,11.0,Mahindra,5654.545454545455,261,5.22508038585209,Mature (8-12),Low Usage,Popular
84,Fiat Avventura MULTIJET Emotion,2015.0,350000.0,53000.0,1,2,True,False,False,False,True,False,9.0,Fiat,5888.888888888889,31,6.60377358490566,Mature (8-12),Low Usage,Rare
86,Datsun RediGO 1.0 S,2017.0,210000.0,15000.0,1,2,False,False,False,True,False,False,7.0,Datsun,2142.8571428571427,27,14.0,Recent (4-7),Low Usage,Rare
87,Volkswagen Jetta 1.4 TSI Comfortline,2013.0,450000.0,50000.0,1,0,False,False,False,True,True,False,11.0,Volkswagen,4545.454545454545,75,9.0,Mature (8-12),Low Usage,Common
93,Maruti SX4 Zxi BSIII,2008.0,175000.0,29173.0,1,0,False,False,False,True,False,False,16.0,Maruti,1823.3125,989,5.998697425701848,Old (13+),Low Usage,Popular
95,Mahindra Bolero Power Plus SLX,2017.0,628000.0,120000.0,1,0,True,False,False,False,True,False,7.0,Mahindra,17142.85714285714,261,5.233333333333333,Recent (4-7),Medium Usage,Popular
96,Hyundai Sonata CRDi M/T,2010.0,600000.0,100000.0,1,0,True,False,False,False,True,False,14.0,Hyundai,7142.857142857143,573,6.0,Old (13+),Low Usage,Popular
97,Nissan Micra Active XV Petrol,2017.0,399000.0,30000.0,1,0,False,False,False,True,True,False,7.0,Nissan,4285.714285714285,49,13.3,Recent (4-7),Low Usage,Rare
98,Mahindra Xylo D4,2018.0,750000.0,87000.0,1,0,True,False,False,False,True,False,6.0,Mahindra,14500.0,261,8.620689655172415,Recent (4-7),Medium Usage,Popular
99,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019.0,750000.0,15000.0,1,0,False,False,False,True,True,False,5.0,Hyundai,3000.0,573,50.0,Recent (4-7),Low Usage,Popular
100,Renault KWID RXT,2017.0,315000.0,16000.0,1,0,False,False,False,True,True,False,7.0,Renault,2285.714285714286,106,19.6875,Recent (4-7),Low Usage,Common
101,Mahindra Xylo E4 BS III,2012.0,600000.0,60000.0,1,0,True,False,False,False,True,False,12.0,Mahindra,5000.0,261,10.0,Mature (8-12),Low Usage,Popular
102,Maruti Wagon R LXI Minor,2010.0,100000.0,60000.0,1,1,False,False,False,True,True,False,14.0,Maruti,4285.714285714285,989,1.6666666666666667,Old (13+),Low Usage,Popular
103,Maruti SX4 ZXI MT BSIV,2011.0,250000.0,110000.0,1,4,False,False,False,True,True,False,13.0,Maruti,8461.538461538461,989,2.272727272727273,Old (13+),Low Usage,Popular
104,Renault KWID RXT,2017.0,350000.0,25000.0,1,0,False,False,False,True,True,False,7.0,Renault,3571.4285714285716,106,14.0,Recent (4-7),Low Usage,Common
105,Hyundai Creta 1.4 CRDi S,2016.0,780000.0,60000.0,1,0,True,False,False,False,True,False,8.0,Hyundai,7500.0,573,13.0,Mature (8-12),Low Usage,Popular
106,Maruti Swift Dzire VDI,2014.0,434000.0,79350.0,1,2,True,False,False,False,True,False,10.0,Maruti,7935.0,989,5.469439193446755,Mature (8-12),Low Usage,Popular
108,Mahindra Scorpio LX BSIV,2014.0,555000.0,90000.0,1,2,True,False,False,False,True,False,10.0,Mahindra,9000.0,261,6.166666666666667,Mature (8-12),Low Usage,Popular
109,Maruti SX4 Vxi BSIII,2007.0,120000.0,90000.0,1,2,False,False,False,True,True,False,17.0,Maruti,5294.117647058823,989,1.3333333333333333,Old (13+),Low Usage,Popular
110,Maruti Ertiga VDI,2014.0,500000.0,120000.0,1,2,True,False,False,False,True,False,10.0,Maruti,12000.0,989,4.166666666666667,Mature (8-12),Medium Usage,Popular
111,Chevrolet Beat Diesel,2013.0,165000.0,60000.0,1,2,True,False,False,False,True,False,11.0,Chevrolet,5454.545454545455,143,2.75,Mature (8-12),Low Usage,Common
112,Maruti Zen LX,2004.0,95000.0,50000.0,1,0,False,False,False,True,True,False,20.0,Maruti,2500.0,989,1.9,Old (13+),Low Usage,Popular
113,Maruti Baleno Delta 1.2,2018.0,550000.0,20000.0,1,0,False,False,False,True,True,False,6.0,Maruti,3333.3333333333335,989,27.5,Recent (4-7),Low Usage,Popular
114,Maruti Swift Vdi BSIII,2007.0,100000.0,110000.0,1,1,True,False,False,False,True,False,17.0,Maruti,6470.588235294118,989,0.9090909090909091,Old (13+),Low Usage,Popular
115,Tata Nano Lx BSIV,2012.0,100000.0,50000.0,1,2,False,False,False,True,True,False,12.0,Tata,4166.666666666667,286,2.0,Mature (8-12),Low Usage,Popular
116,Toyota Innova 2.5 GX (Diesel) 8 Seater,2012.0,500000.0,100000.0,1,0,True,False,False,False,True,False,12.0,Toyota,8333.333333333334,105,5.0,Mature (8-12),Low Usage,Common
117,Maruti Ertiga SHVS VDI,2016.0,800000.0,70000.0,1,2,True,False,False,False,True,False,8.0,Maruti,8750.0,989,11.428571428571429,Mature (8-12),Low Usage,Popular
118,Hyundai Creta 1.6 CRDi SX,2016.0,840000.0,70000.0,1,2,True,False,False,False,True,False,8.0,Hyundai,8750.0,573,12.0,Mature (8-12),Low Usage,Popular
119,Honda Amaze S i-Vtech,2016.0,490000.0,50000.0,1,0,False,False,False,True,True,False,8.0,Honda,6250.0,187,9.8,Mature (8-12),Low Usage,Popular
120,Tata Indica Vista Aqua 1.4 TDI,2010.0,125000.0,81000.0,1,2,True,False,False,False,True,False,14.0,Tata,5785.714285714285,286,1.5432098765432098,Old (13+),Low Usage,Popular
121,Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012.0,400000.0,120000.0,1,4,True,False,False,False,True,False,12.0,Chevrolet,10000.0,143,3.3333333333333335,Mature (8-12),Low Usage,Common
122,Chevrolet Cruze LTZ,2015.0,1000000.0,3600.0,1,0,True,False,False,False,False,False,9.0,Chevrolet,400.0,143,277.77777777777777,Mature (8-12),Low Usage,Common
123,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,530000.0,14272.0,1,0,False,False,False,True,False,False,9.0,Ford,1585.7777777777778,191,37.13565022421525,Mature (8-12),Low Usage,Popular
124,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,840000.0,49213.0,1,0,True,False,False,False,False,False,7.0,Ford,7030.428571428572,191,17.068660719728527,Recent (4-7),Low Usage,Popular
125,Hyundai i10 Sportz 1.1L,2015.0,229999.0,40000.0,1,0,False,False,False,True,True,False,9.0,Hyundai,4444.444444444444,573,5.749975,Mature (8-12),Low Usage,Popular
127,Chevrolet Spark 1.0 LS,2012.0,130000.0,80000.0,1,0,False,False,False,True,True,False,12.0,Chevrolet,6666.666666666667,143,1.625,Mature (8-12),Low Usage,Common
128,Hyundai EON Era Plus,2015.0,200000.0,70000.0,1,0,False,False,False,True,True,False,9.0,Hyundai,7777.777777777777,573,2.857142857142857,Mature (8-12),Low Usage,Popular
129,Tata Indica Vista Aqua TDI BSIII,2011.0,120000.0,70000.0,1,0,True,False,False,False,True,False,13.0,Tata,5384.615384615385,286,1.7142857142857142,Old (13+),Low Usage,Popular
130,Hyundai Santro LP zipPlus,2003.0,75000.0,57000.0,1,0,False,False,False,True,True,False,21.0,Hyundai,2714.285714285714,573,1.3157894736842106,,Low Usage,Popular
131,Tata Bolt Quadrajet XE,2016.0,250000.0,120000.0,1,0,True,False,False,False,True,False,8.0,Tata,15000.0,286,2.0833333333333335,Mature (8-12),Medium Usage,Popular
132,Maruti 800 AC BSIII,2005.0,100000.0,30000.0,1,0,False,False,False,True,True,False,19.0,Maruti,1578.9473684210527,989,3.3333333333333335,Old (13+),Low Usage,Popular
133,Hyundai EON Era Plus,2013.0,280000.0,3240.0,1,2,False,False,False,True,True,False,11.0,Hyundai,294.54545454545456,573,86.41975308641975,Mature (8-12),Low Usage,Popular
134,Hyundai i20 Magna 1.2,2015.0,540000.0,5000.0,1,0,False,False,False,True,True,False,9.0,Hyundai,555.5555555555555,573,108.0,Mature (8-12),Low Usage,Popular
135,Hyundai i20 1.2 Asta,2018.0,700000.0,10000.0,1,0,False,False,False,True,True,False,6.0,Hyundai,1666.6666666666667,573,70.0,Recent (4-7),Low Usage,Popular
136,Maruti Ciaz VDi Plus,2015.0,525000.0,100000.0,1,0,True,False,False,False,True,False,9.0,Maruti,11111.111111111111,989,5.25,Mature (8-12),Medium Usage,Popular
137,Hyundai i20 Asta 1.4 CRDi,2016.0,430000.0,80000.0,1,0,True,False,False,False,True,False,8.0,Hyundai,10000.0,573,5.375,Mature (8-12),Low Usage,Popular
138,Hyundai Santro LE,2002.0,65000.0,70000.0,1,0,False,False,False,True,True,False,22.0,Hyundai,3181.818181818182,573,0.9285714285714286,,Low Usage,Popular
139,Maruti Vitara Brezza VDi,2018.0,800000.0,35000.0,1,0,True,False,False,False,True,False,6.0,Maruti,5833.333333333333,989,22.857142857142858,Recent (4-7),Low Usage,Popular
140,Hyundai Santro Xing XL eRLX Euro III,2007.0,75000.0,114000.0,1,2,False,False,False,True,True,False,17.0,Hyundai,6705.882352941177,573,0.6578947368421053,Old (13+),Low Usage,Popular
141,Hyundai Getz 1.3 GLS,2008.0,210000.0,53772.0,1,0,False,False,False,True,True,False,16.0,Hyundai,3360.75,573,3.905378263780406,Old (13+),Low Usage,Popular
142,Mahindra Quanto C8,2012.0,195000.0,140000.0,1,2,True,False,False,False,True,False,12.0,Mahindra,11666.666666666666,261,1.3928571428571428,Mature (8-12),Medium Usage,Popular
143,Chevrolet Tavera Neo 3 LS 7 C BSIII,2015.0,400000.0,120000.0,1,0,True,False,False,False,True,False,9.0,Chevrolet,13333.333333333334,143,3.3333333333333335,Mature (8-12),Medium Usage,Common
144,Hyundai EON Magna Plus,2012.0,170000.0,60000.0,1,0,False,False,False,True,True,False,12.0,Hyundai,5000.0,573,2.8333333333333335,Mature (8-12),Low Usage,Popular
145,Renault KWID RXT,2016.0,225000.0,25000.0,1,0,False,False,False,True,True,False,8.0,Renault,3125.0,106,9.0,Mature (8-12),Low Usage,Common
146,Maruti Wagon R DUO LPG,2014.0,210000.0,90000.0,1,0,False,False,True,False,True,False,10.0,Maruti,9000.0,989,2.3333333333333335,Mature (8-12),Low Usage,Popular
147,Maruti Wagon R LXI,2020.0,240000.0,120000.0,1,0,False,False,False,True,True,False,4.0,Maruti,30000.0,989,2.0,Recent (4-7),High Usage,Popular
149,Chevrolet Spark 1.0 LS,2011.0,99000.0,100000.0,1,4,False,False,False,True,True,False,13.0,Chevrolet,7692.307692307692,143,0.99,Old (13+),Low Usage,Common
150,Honda City i VTEC SV,2014.0,620000.0,36000.0,1,0,False,False,False,True,True,False,10.0,Honda,3600.0,187,17.22222222222222,Mature (8-12),Low Usage,Popular
151,Honda Amaze VX i-DTEC,2013.0,500000.0,30000.0,1,0,True,False,False,False,True,False,11.0,Honda,2727.2727272727275,187,16.666666666666668,Mature (8-12),Low Usage,Popular
153,Honda Brio E MT,2013.0,260000.0,70000.0,1,2,False,False,False,True,True,False,11.0,Honda,6363.636363636364,187,3.7142857142857144,Mature (8-12),Low Usage,Popular
154,Maruti Swift VVT ZXI,2017.0,550000.0,60000.0,1,0,False,False,False,True,True,False,7.0,Maruti,8571.42857142857,989,9.166666666666666,Recent (4-7),Low Usage,Popular
155,Tata Indigo CR4,2011.0,150000.0,155500.0,1,0,True,False,False,False,True,False,13.0,Tata,11961.538461538461,286,0.9646302250803859,Old (13+),Medium Usage,Popular
157,Chevrolet Beat LT,2016.0,320000.0,40000.0,1,0,False,False,False,True,True,False,8.0,Chevrolet,5000.0,143,8.0,Mature (8-12),Low Usage,Common
158,Maruti Swift VDI BSIV,2015.0,400000.0,100000.0,1,4,True,False,False,False,True,False,9.0,Maruti,11111.111111111111,989,4.0,Mature (8-12),Medium Usage,Popular
159,Maruti Alto LXi,2012.0,175000.0,80000.0,1,4,False,False,False,True,True,False,12.0,Maruti,6666.666666666667,989,2.1875,Mature (8-12),Low Usage,Popular
160,Chevrolet Beat LT,2011.0,120000.0,90000.0,1,2,False,False,False,True,True,False,13.0,Chevrolet,6923.076923076923,143,1.3333333333333333,Old (13+),Low Usage,Common
161,Renault Duster 110PS Diesel RxZ,2013.0,320000.0,90000.0,1,2,True,False,False,False,True,False,11.0,Renault,8181.818181818182,106,3.5555555555555554,Mature (8-12),Low Usage,Common
162,Hyundai Santro Xing XG,2006.0,70000.0,110000.0,1,4,False,False,False,True,True,False,18.0,Hyundai,6111.111111111111,573,0.6363636363636364,Old (13+),Low Usage,Popular
163,Maruti Swift Dzire ZXI Plus,2019.0,810000.0,15000.0,1,0,False,False,False,True,True,False,5.0,Maruti,3000.0,989,54.0,Recent (4-7),Low Usage,Popular
164,Maruti 800 AC,2007.0,95000.0,100000.0,1,2,False,False,False,True,True,False,17.0,Maruti,5882.35294117647,989,0.95,Old (13+),Low Usage,Popular
165,Maruti Alto K10 LXI CNG,2020.0,282000.0,40000.0,1,0,False,False,False,False,True,False,4.0,Maruti,10000.0,989,7.05,Recent (4-7),Low Usage,Popular
166,Maruti 800 Std BSII,2004.0,80000.0,60000.0,1,2,False,False,False,True,True,False,20.0,Maruti,3000.0,989,1.3333333333333333,Old (13+),Low Usage,Popular
167,Tata Nano LX SE,2013.0,72000.0,25000.0,1,0,False,False,False,True,True,False,11.0,Tata,2272.7272727272725,286,2.88,Mature (8-12),Low Usage,Popular
168,Hyundai i20 Magna 1.2,2016.0,600000.0,25000.0,1,0,False,False,False,True,True,False,8.0,Hyundai,3125.0,573,24.0,Mature (8-12),Low Usage,Popular
169,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015.0,640000.0,23000.0,1,0,False,False,False,True,True,False,9.0,Skoda,2555.5555555555557,29,27.82608695652174,Mature (8-12),Low Usage,Rare
170,Maruti Alto K10 VXI,2018.0,380000.0,22155.0,1,0,False,False,False,True,True,False,6.0,Maruti,3692.5,989,17.15188445046265,Recent (4-7),Low Usage,Popular
171,Maruti Ciaz 1.4 Delta,2018.0,650000.0,70000.0,1,0,False,False,False,True,True,False,6.0,Maruti,11666.666666666666,989,9.285714285714286,Recent (4-7),Medium Usage,Popular
172,Maruti Alto LX,2009.0,150000.0,60000.0,1,2,False,False,False,True,True,False,15.0,Maruti,4000.0,989,2.5,Old (13+),Low Usage,Popular
173,Hyundai i20 Asta,2009.0,280000.0,110000.0,1,2,False,False,False,True,True,False,15.0,Hyundai,7333.333333333333,573,2.5454545454545454,Old (13+),Low Usage,Popular
174,Tata Nexon 1.2 Revotron XM,2018.0,430000.0,30000.0,1,0,False,False,False,True,True,False,6.0,Tata,5000.0,286,14.333333333333334,Recent (4-7),Low Usage,Popular
175,Mahindra Bolero Power Plus SLX,2019.0,800000.0,15000.0,1,0,True,False,False,False,True,False,5.0,Mahindra,3000.0,261,53.333333333333336,Recent (4-7),Low Usage,Popular
176,Maruti Zen D,2003.0,75000.0,100000.0,1,2,True,False,False,False,True,False,21.0,Maruti,4761.9047619047615,989,0.75,,Low Usage,Popular
178,Maruti Eeco 7 Seater Standard BSIV,2017.0,390000.0,24000.0,1,0,False,False,False,True,True,False,7.0,Maruti,3428.5714285714284,989,16.25,Recent (4-7),Low Usage,Popular
179,Honda City 1.5 EXI,2005.0,100000.0,120000.0,1,2,False,False,False,True,True,False,19.0,Honda,6315.789473684211,187,0.8333333333333334,Old (13+),Low Usage,Popular
181,Maruti SX4 Zxi with Leather BSIII,2007.0,175000.0,78380.0,1,0,False,False,False,True,True,False,17.0,Maruti,4610.588235294118,989,2.232712426639449,Old (13+),Low Usage,Popular
182,Renault Duster 110PS Diesel RxZ,2012.0,434999.0,110000.0,1,2,True,False,False,False,True,False,12.0,Renault,9166.666666666666,106,3.9545363636363637,Mature (8-12),Low Usage,Common
